team,year,player,contract_years_remaining,contract_thru,position,full_name,salary_year,salary_total,year_counter,obs,mean_salary,mean_remaining
"Atlanta Hawks","2007-08","Johnson, Anthony",4,"2007-08","PG","Anthony Johnson",2860000,10000000,6,7,1933373,3.571429
"Orlando Magic","2008-09","Johnson, Anthony",2,"2009-10","G","Anthony Johnson",1900000,3800000,7,7,1933373,3.571429
"Milwaukee Bucks","2001-02","Mason, Anthony",4,"2004-05","F","Anthony Mason",4538000,20870000,1,2,4764900,4
"Milwaukee Bucks","2002-03","Mason, Anthony",4,"2004-05","F","Anthony Mason",4991800,20870000,2,2,4764900,4
"Golden State Warriors","2008-09","Morrow, Anthony",2,"2009-10","G","Anthony Morrow",442114,1178534,1,1,442114,2
"Toronto Raptors","2006-07","Parker , Anthony",3,"2008-09","G-F","Anthony Parker",4150000,12000000,1,3,4205556,3
"Toronto Raptors","2007-08","Parker , Anthony",3,"2008-09","G","Anthony Parker",3916667,12000000,2,3,4205556,3
"Toronto Raptors","2008-09","Parker , Anthony",3,"2008-09","G","Anthony Parker",4550000,12000000,3,3,4205556,3
"Minnesota Timberwolves","2001-02","Peeler, Anthony",6,"2001-02","G","Anthony Peeler",2978500,13100000,1,4,2544828,4.75
"Minnesota Timberwolves","2002-03","Peeler, Anthony",6,"2004-05","G","Anthony Peeler",3350812,13100000,2,4,2544828,4.75
"Sacramento Kings","2003-04","Peeler, Anthony",6,"2004-05","G","Anthony Peeler",2250000,13100000,3,4,2544828,4.75
"Washington Wizards","2004-05","Peeler, Anthony",1,"2004-05","G","Anthony Peeler",1600000,1600000,4,4,2544828,4.75
"Golden State Warriors","2008-09","Randolph, Anthony",5,"2012-13","F","Anthony Randolph",1709280,12473314,1,1,1709280,5
"Memphis Grizzlies","2005-06","Roberson, Anthony",2,"2006-07 (t)","G","Anthony Roberson",398762,1063000,1,2,598171.5,2
"New York Knicks","2008-09","Roberson, Anthony",2,"2009-10","G","Anthony Roberson",797581,1658968,2,2,598171.5,2
"San Antonio Spurs","2008-09","Tolliver, Anthony",1,"2008-09","C","Anthony Tolliver",187248,187248,1,1,187248,1
"Dallas Mavericks","2002-03","Rigaudeau, Antoine",3,"2004-05 (t)","G","Antoine Rigaudeau",600000,1970000,1,1,600000,3
"Boston Celtics","2001-02","Walker, Antoine",6,"2004-05","F","Antoine Walker",11250000,70900000,1,8,1.05e+07,5.375
"Boston Celtics","2002-03","Walker, Antoine",6,"2004-05","F","Antoine Walker",12375000,70900000,2,8,1.05e+07,5.375
"Dallas Mavericks","2003-04","Walker, Antoine",6,"2004-05","F","Antoine Walker",13500000,70900000,3,8,1.05e+07,5.375
"Boston Celtics","2004-05","Walker, Antoine",6,"2004-05","F","Antoine Walker",14625000,76590000,4,8,1.05e+07,5.375
"Miami Heat","2005-06","Walker, Antoine",6,"2010-11","F","Antoine Walker",7000000,53000000,5,8,1.05e+07,5.375
"Miami Heat","2006-07","Walker, Antoine",6,"2010-11","F","Antoine Walker",7606820,53000000,6,8,1.05e+07,5.375
"Minnesota Timberwolves","2007-08","Walker, Antoine",6,"2010-11","PF","Antoine Walker",8329640,53000000,7,8,1.05e+07,5.375
"Memphis Grizzlies","2008-09","Walker, Antoine",1,"2008-09","F","Antoine Walker",9052460,9052460,8,8,1.05e+07,5.375
"New Jersey Nets","2005-06","Wright, Antoine",4,"2008-09 (t)","G-F","Antoine Wright",1460000,7289240,1,4,1627880,3.5
"New Jersey Nets","2006-07","Wright, Antoine",4,"2008-09 (t)","F","Antoine Wright",1570920,7289240,2,4,1627880,3.5
"Dallas Mavericks","2007-08","Wright, Antoine",4,"2008-09 (t)","SF","Antoine Wright",1680600,7289240,3,4,1627880,3.5
"Dallas Mavericks","2008-09","Wright, Antoine",2,"2009-10","G-F","Antoine Wright",1800000,4000000,4,4,1627880,3.5
"Memphis Grizzlies","2004-05","Burks, Antonio",2,"2005-06","G","Antonio Burks",385277,818714,1,2,513512.5,2
"Memphis Grizzlies","2005-06","Burks, Antonio",2,"2005-06","G","Antonio Burks",641748,1007000,2,2,513512.5,2
"San Antonio Spurs","2001-02","Daniels, Antonio",3,"2002-03","G","Antonio Daniels",3000000,9500000,1,8,4146875,4
"Portland Trail Blazers","2002-03","Daniels, Antonio",3,"2002-03","G","Antonio Daniels",3375000,9500000,2,8,4146875,4
"Seattle SuperSonics","2003-04","Daniels, Antonio",3,"2005-06 (p)","G","Antonio Daniels",2200000,6600000,3,8,4146875,4
"Seattle SuperSonics","2004-05","Daniels, Antonio",3,"2005-06 (p)","G","Antonio Daniels",2200000,6600000,4,8,4146875,4
"Washington Wizards","2005-06","Daniels, Antonio",5,"2009-10","G","Antonio Daniels",5000000,30000000,5,8,4146875,4
"Washington Wizards","2006-07","Daniels, Antonio",5,"2009-10","G","Antonio Daniels",5400000,30000000,6,8,4146875,4
"Washington Wizards","2007-08","Daniels, Antonio",5,"2009-10","PG","Antonio Daniels",5800000,30000000,7,8,4146875,4
"New Orleans Hornets","2008-09","Daniels, Antonio",5,"2009-10","G","Antonio Daniels",6200000,30000000,8,8,4146875,4
"Toronto Raptors","2001-02","Davis, Antonio",5,"2005-06","F-C","Antonio Davis",11000000,60000000,1,4,1.20e+07,5
"Toronto Raptors","2002-03","Davis, Antonio",5,"2005-06","F-C","Antonio Davis",12000000,60000000,2,4,1.20e+07,5
"Toronto Raptors","2003-04","Davis, Antonio",5,"2005-06","F-C","Antonio Davis",12000000,60000000,3,4,1.20e+07,5
"Chicago Bulls","2004-05","Davis, Antonio",5,"2005-06","F-C","Antonio Davis",12925000,60000000,4,4,1.20e+07,5
"Seattle SuperSonics","2001-02","Harvey, Antonio",1,"2001-02","F-C","Antonio Harvey",590850,590850,1,1,590850,1
"Denver Nuggets","2001-02","McDyess, Antonio",6,"2003-04","F","Antonio McDyess",11700000,67500000,1,8,8395444,4.25
"New York Knicks","2002-03","McDyess, Antonio",6,"2003-04","F","Antonio McDyess",12600000,67500000,2,8,8395444,4.25
"New York Knicks","2003-04","McDyess, Antonio",6,"2003-04","F","Antonio McDyess",13500000,67500000,3,8,8395444,4.25
"Detroit Pistons","2004-05","McDyess, Antonio",4,"2006-07 (t)","F","Antonio McDyess",4903000,22500000,4,8,8395444,4.25
"Detroit Pistons","2005-06","McDyess, Antonio",4,"2006-07","F","Antonio McDyess",5390000,22500000,5,8,8395444,4.25
"Detroit Pistons","2006-07","McDyess, Antonio",4,"2007-08 (p)","F","Antonio McDyess",5883600,22500000,6,8,8395444,4.25
"Detroit Pistons","2007-08","McDyess, Antonio",2,"2008-09","PF","Antonio McDyess",6373900,14500000,7,8,8395444,4.25
"Detroit Pistons","2008-09","McDyess, Antonio",2,"2008-09","F-C","Antonio McDyess",6813050,14500000,8,8,8395444,4.25
"Memphis Grizzlies","2001-02","Fotsis, Antonis",1,"2001-02","F","Antonis Fotsis",332817,332817,1,1,332817,1
"Detroit Pistons","2007-08","Afflalo, Arron",5,"2011-12 (t)","G","Arron Afflalo",944520,5952253,1,2,979980,5
"Detroit Pistons","2008-09","Afflalo, Arron",5,"2011-12 (t)","G","Arron Afflalo",1015440,5952253,2,2,979980,5
"Seattle SuperSonics","2001-02","Long, Art",1,"2001-02","F","Art Long",465850,465850,1,1,465850,1
"New Orleans Hornets","2005-06","Macijauskas, Arvydas",3,"2007-08 (p)","G","Arvydas Macijauskas",2500000,7500000,1,1,2500000,3
"Portland Trail Blazers","2002-03","Sabonis, Arvydas",3,"2004-05","C","Arvydas Sabonis",6850000,23600000,1,1,6850000,3
"Indiana Pacers","2001-02","Croshere, Austin",7,"2006-07","F","Austin Croshere",6310000,51000000,1,8,5840256,5.5
"Indiana Pacers","2002-03","Croshere, Austin",7,"2004-05 (p)","F","Austin Croshere",6960000,51000000,2,8,5840256,5.5
"Indiana Pacers","2003-04","Croshere, Austin",7,"2004-05 (p)","F","Austin Croshere",7610000,51000000,3,8,5840256,5.5
"Indiana Pacers","2004-05","Croshere, Austin",7,"2004-05 (p)","F","Austin Croshere",8260000,51000000,4,8,5840256,5.5
"Indiana Pacers","2005-06","Croshere, Austin",7,"2006-07","F","Austin Croshere",8910000,51000000,5,8,5840256,5.5
"Dallas Mavericks","2006-07","Croshere, Austin",7,"2006-07","F","Austin Croshere",7300000,51000000,6,8,5840256,5.5
"Golden State Warriors","2007-08","Croshere, Austin",1,"2007-08","PF","Austin Croshere",770610,770610,7,8,5840256,5.5
"San Antonio Spurs","2008-09","Croshere, Austin",1,"2008-09","F","Austin Croshere",601436,601436,8,8,5840256,5.5
"Denver Nuggets","2001-02","Johnson, Avery",3,"2003-04","G","Avery Johnson",4538000,14980000,1,3,4991934,3
"Dallas Mavericks","2002-03","Johnson, Avery",3,"2003-04","G","Avery Johnson",4991800,14980000,2,3,4991934,3
"Golden State Warriors","2003-04","Johnson, Avery",3,"2003-04","G","Avery Johnson",5446000,15000000,3,3,4991934,3
"Washington Wizards","2005-06","Storey, Awvee",1,"2005-06","F","Awvee Storey",641748,641748,1,3,746209,1
"Milwaukee Bucks","2007-08","Storey, Awvee",1,"2007-08","SF","Awvee Storey",770610,770610,2,3,746209,1
"Milwaukee Bucks","2008-09","Storey, Awvee",1,"2007-08","G-F","Awvee Storey",826269,770610,3,3,746209,1
"Charlotte Hornets","2001-02","Davis, Baron",4,"2002-03","G","Baron Davis",3119400,12690000,1,8,1.07e+07,5.625
"New Orleans Hornets","2002-03","Davis, Baron",6,"2008-09","G","Baron Davis",3942922,85000000,2,8,1.07e+07,5.625
"New Orleans Hornets","2003-04","Davis, Baron",6,"2008-09","G","Baron Davis",10067750,85000000,3,8,1.07e+07,5.625
"Golden State Warriors","2004-05","Davis, Baron",6,"2007-08 (p)","G","Baron Davis",12330000,85000000,4,8,1.07e+07,5.625
"Golden State Warriors","2005-06","Davis, Baron",6,"2007-08 (p)","G","Baron Davis",13770000,85000000,5,8,1.07e+07,5.625
"Golden State Warriors","2006-07","Davis, Baron",6,"2008-09","G","Baron Davis",15070000,85000000,6,8,1.07e+07,5.625
"Golden State Warriors","2007-08","Davis, Baron",6,"2008-09","PG","Baron Davis",16440000,85000000,7,8,1.07e+07,5.625
"Los Angeles Clippers","2008-09","Davis, Baron",5,"2012-13","G","Baron Davis",11250000,65000000,8,8,1.07e+07,5.625
"San Antonio Spurs","2002-03","Mengke, Bateer",2,"2002-03","C","Bateer Mengke",512453,862000,1,2,575566,2
"Toronto Raptors","2003-04","Mengke, Bateer",2,"2004-05","C","Bateer Mengke",638679,1390000,2,2,575566,2
"Houston Rockets","2003-04","Davis, Ben",1,"2003-04","F","Ben Davis",688679,688679,1,1,688679,1
"Chicago Bulls","2004-05","Gordon, Ben",4,"2007-08 (t)","G","Ben Gordon",3358320,15712000,1,5,4423364,4
"Chicago Bulls","2005-06","Gordon, Ben",4,"2007-08 (t)","G","Ben Gordon",3610000,15712000,2,5,4423364,4
"Chicago Bulls","2006-07","Gordon, Ben",4,"2007-08 (t)","G","Ben Gordon",3862080,15712000,3,5,4423364,4
"Chicago Bulls","2007-08","Gordon, Ben",4,"2007-08 (t)","G","Ben Gordon",4881669,15712000,4,5,4423364,4
"Chicago Bulls","2008-09","Gordon, Ben",4,"2007-08 (t)","G","Ben Gordon",6404749,15712000,5,5,4423364,4
"Utah Jazz","2003-04","Handlogten, Ben",1,"2003-04","C","Ben Handlogten",366931,366931,1,1,366931,1
"Detroit Pistons","2001-02","Wallace, Ben",6,"2005-06","F-C","Ben Wallace",4500000,30000000,1,8,9443750,5.25
"Detroit Pistons","2002-03","Wallace, Ben",6,"2005-06","F-C","Ben Wallace",5200000,30000000,2,8,9443750,5.25
"Detroit Pistons","2003-04","Wallace, Ben",6,"2005-06","F-C","Ben Wallace",5500000,30000000,3,8,9443750,5.25
"Detroit Pistons","2004-05","Wallace, Ben",6,"2005-06","C","Ben Wallace",7000000,30000000,4,8,9443750,5.25
"Detroit Pistons","2005-06","Wallace, Ben",6,"2005-06","C","Ben Wallace",7350000,30000000,5,8,9443750,5.25
"Chicago Bulls","2006-07","Wallace, Ben",4,"2009-10","C","Ben Wallace",16000000,60000000,6,8,9443750,5.25
"Cleveland Cavaliers","2007-08","Wallace, Ben",4,"2009-10","PF","Ben Wallace",15500000,60000000,7,8,9443750,5.25
"Cleveland Cavaliers","2008-09","Wallace, Ben",4,"2009-10","F-C","Ben Wallace",14500000,60000000,8,8,9443750,5.25
"San Antonio Spurs","2004-05","Udrih, Beno",4,"2007-08 (t)","G","Beno Udrih",841680,4461000,1,5,1817667,4.2
"San Antonio Spurs","2005-06","Udrih, Beno",4,"2007-08 (t)","G","Beno Udrih",904800,4461000,2,5,1817667,4.2
"San Antonio Spurs","2006-07","Udrih, Beno",4,"2007-08","G","Beno Udrih",967920,4461000,3,5,1817667,4.2
"Sacramento Kings","2007-08","Udrih, Beno",4,"2007-08","PG","Beno Udrih",788936,4461000,4,5,1817667,4.2
"Sacramento Kings","2008-09","Udrih, Beno",5,"2012-13","G","Beno Udrih",5585000,34000000,5,5,1817667,4.2
"Charlotte Bobcats","2004-05","Robinson, Bernard",2,"2005-06","G-F","Bernard Robinson",385277,810500,1,3,675675,2
"Charlotte Bobcats","2005-06","Robinson, Bernard",2,"2005-06","F","Bernard Robinson",641748,1027000,2,3,675675,2
"New Jersey Nets","2006-07","Robinson, Bernard",2,"2007-08","G-F","Bernard Robinson",1000000,2105000,3,3,675675,2
"Boston Celtics","2008-09","Walker, Bill",4,"2011-12","G-F","Bill Walker",542114,3049023,1,1,542114,4
"Washington Wizards","2005-06","Thomas, Billy",1,"2005-06","G","Billy Thomas",664209,664209,1,2,393300,1
"Cleveland Cavaliers","2007-08","Thomas, Billy",1,"2007-08","G","Billy Thomas",122391,122391,2,2,393300,1
"Cleveland Cavaliers","2001-02","Coles, Bimbo",4,"2003-04","G","Bimbo Coles",2475000,10350000,1,3,1525000,2
"Boston Celtics","2002-03","Coles, Bimbo",1,"2002-03","G","Bimbo Coles",1030000,1030000,2,3,1525000,2
"Miami Heat","2003-04","Coles, Bimbo",1,"2003-04","G","Bimbo Coles",1070000,1070000,3,3,1525000,2
"Miami Heat","2007-08","Ahearn, Blake",,"","PG","Blake Ahearn",,,1,2,205084,1
"San Antonio Spurs","2008-09","Ahearn, Blake",1,"2008-09","G","Blake Ahearn",205084,205084,2,2,205084,1
"Orlando Magic","2001-02","Outlaw, Bo",5,"2004-05","C-F","Bo Outlaw",6000000,28000000,1,7,3241542,2.714286
"Phoenix Suns","2002-03","Outlaw, Bo",5,"2004-05","C-F","Bo Outlaw",6585000,28000000,2,7,3241542,2.714286
"Memphis Grizzlies","2003-04","Outlaw, Bo",5,"2004-05","C-F","Bo Outlaw",5955000,28000000,3,7,3241542,2.714286
"Phoenix Suns","2004-05","Outlaw, Bo",1,"2004-05","F","Bo Outlaw",1063333,1063333,4,7,3241542,2.714286
"Orlando Magic","2005-06","Outlaw, Bo",1,"2005-06","F","Bo Outlaw",1138500,1138500,5,7,3241542,2.714286
"Orlando Magic","2006-07","Outlaw, Bo",1,"2006-07","F","Bo Outlaw",1178348,1178348,6,7,3241542,2.714286
"Orlando Magic","2007-08","Outlaw, Bo",1,"2007-08","PF","Bo Outlaw",770610,770610,7,7,3241542,2.714286
"Golden State Warriors","2001-02","Sura, Bob",6,"2003-04","G","Bob Sura",4913334,33900000,1,6,4543389,5
"Golden State Warriors","2002-03","Sura, Bob",6,"2003-04","G","Bob Sura",5639999,33900000,2,6,4543389,5
"Detroit Pistons","2003-04","Sura, Bob",6,"2003-04","G","Bob Sura",6167000,32000000,3,6,4543389,5
"Houston Rockets","2004-05","Sura, Bob",4,"2007-08","G","Bob Sura",3200000,14400000,4,6,4543389,5
"Houston Rockets","2005-06","Sura, Bob",4,"2007-08","G","Bob Sura",3500000,14400000,5,6,4543389,5
"Houston Rockets","2006-07","Sura, Bob",4,"2007-08","G","Bob Sura",3840000,14400000,6,6,4543389,5
"Houston Rockets","2007-08","Brown, Bobby",1,"2007-08","G","Bobby Brown",500000,500000,1,3,324985.3,1.333333
"Sacramento Kings","2008-09","Brown, Bobby",2,"2009-10","G","Bobby Brown",442114,1178534,2,3,324985.3,1.333333
"Oklahoma City Thunder","2008-09","Brown, Bobby",1,"2008-09","G","Bobby Brown",32842,32842,3,3,324985.3,1.333333
"Sacramento Kings","2001-02","Jackson, Bobby",5,"2004-05","G","Bobby Jackson",2475000,13500000,1,8,3955000,4.375
"Sacramento Kings","2002-03","Jackson, Bobby",5,"2004-05","G","Bobby Jackson",2700000,13500000,2,8,3955000,4.375
"Sacramento Kings","2003-04","Jackson, Bobby",5,"2004-05","G","Bobby Jackson",2925000,13500000,3,8,3955000,4.375
"Sacramento Kings","2004-05","Jackson, Bobby",5,"2004-05","G","Bobby Jackson",3150000,13500000,4,8,3955000,4.375
"Memphis Grizzlies","2005-06","Jackson, Bobby",6,"2005-06","G","Bobby Jackson",3380000,13500000,5,8,3955000,4.375
"New Orleans Hornets","2006-07","Jackson, Bobby",3,"2008-09","G","Bobby Jackson",5250000,17010000,6,8,3955000,4.375
"New Orleans Hornets","2007-08","Jackson, Bobby",3,"2008-09","PG","Bobby Jackson",5670000,17010000,7,8,3955000,4.375
"Sacramento Kings","2008-09","Jackson, Bobby",3,"2008-09","G","Bobby Jackson",6090000,17010000,8,8,3955000,4.375
"Philadelphia 76ers","2006-07","Jones , Bobby",2,"2007-08","F","Bobby Jones",412718,1100000,1,2,392376.5,2
"Denver Nuggets","2007-08","Jones , Bobby",2,"2007-08","C","Bobby Jones",372035,1100000,2,2,392376.5,2
"Washington Wizards","2001-02","Simmons, Bobby",1,"2001-02","G-F","Bobby Simmons",332817,332817,1,8,4746744,3.125
"Washington Wizards","2002-03","Simmons, Bobby",1,"2002-03","G-F","Bobby Simmons",337457,337457,2,8,4746744,3.125
"Los Angeles Clippers","2003-04","Simmons, Bobby",1,"2003-04","G-F","Bobby Simmons",638679,638679,3,8,4746744,3.125
"Los Angeles Clippers","2004-05","Simmons, Bobby",2,"2004-05","F","Bobby Simmons",825000,1464000,4,8,4746744,3.125
"Milwaukee Bucks","2005-06","Simmons, Bobby",5,"2009-10","F","Bobby Simmons",8000000,47000000,5,8,4746744,3.125
"Milwaukee Bucks","2006-07","Simmons, Bobby",5,"2009-10","F","Bobby Simmons",8640000,47000000,6,8,4746744,3.125
"Milwaukee Bucks","2007-08","Simmons, Bobby",5,"2009-10","SF","Bobby Simmons",9280000,47000000,7,8,4746744,3.125
"New Jersey Nets","2008-09","Simmons, Bobby",5,"2009-10","F","Bobby Simmons",9920000,47000000,8,8,4746744,3.125
"Los Angeles Clippers","2005-06","Ndong, Boniface",2,"2006-07 (t)","C","Boniface Ndong",398762,1063000,1,1,398762,2
"Portland Trail Blazers","2001-02","Wells, Bonzi",4,"2001-02","F-G","Bonzi Wells",2028240,6300000,1,7,5061063,3.428571
"Portland Trail Blazers","2002-03","Wells, Bonzi",4,"2005-06 (t)","F-G","Bonzi Wells",6300000,28500000,2,7,5061063,3.428571
"Portland Trail Blazers","2003-04","Wells, Bonzi",4,"2005-06","F-G","Bonzi Wells",7000000,28500000,3,7,5061063,3.428571
"Memphis Grizzlies","2004-05","Wells, Bonzi",4,"2005-06 (t)","G-F","Bonzi Wells",7700000,28500000,4,7,5061063,3.428571
"Sacramento Kings","2005-06","Wells, Bonzi",4,"2005-06","G","Bonzi Wells",8000000,28500000,5,7,5061063,3.428571
"Houston Rockets","2006-07","Wells, Bonzi",2,"2007-08 (p)","G-F","Bonzi Wells",2115000,5000000,6,7,5061063,3.428571
"Houston Rockets","2007-08","Wells, Bonzi",2,"2007-08 (p)","G","Bonzi Wells",2284200,5000000,7,7,5061063,3.428571
"Atlanta Hawks","2003-04","Diaw, Boris",4,"2006-07 (t)","G-F","Boris Diaw",980280,4960000,1,6,3846464,4.5
"Atlanta Hawks","2004-05","Diaw, Boris",4,"2006-07 (t)","G","Boris Diaw",1098000,5160000,2,6,3846464,4.5
"Phoenix Suns","2005-06","Diaw, Boris",4,"2006-07 (t)","F","Boris Diaw",1130000,5160000,3,6,3846464,4.5
"Phoenix Suns","2006-07","Diaw, Boris",5,"2011-12 (p)","F","Boris Diaw",1870501,45000000,4,6,3846464,4.5
"Phoenix Suns","2007-08","Diaw, Boris",5,"2011-12 (p)","PF/C","Boris Diaw",9000000,45000000,5,6,3846464,4.5
"Charlotte Bobcats","2008-09","Diaw, Boris",5,"2011-12 (p)","F-C","Boris Diaw",9000000,45000000,6,6,3846464,4.5
"Houston Rockets","2002-03","Nachbar, Bostjan",4,"2004-05 (t)","F","Bostjan Nachbar",1224000,6480000,1,6,1935722,3.666667
"Houston Rockets","2003-04","Nachbar, Bostjan",4,"2004-05 (t)","F","Bostjan Nachbar",1396450,6480000,2,6,1935722,3.666667
"New Orleans Hornets","2004-05","Nachbar, Bostjan",4,"2005-06 (t)","F","Bostjan Nachbar",1493880,6480000,3,6,1935722,3.666667
"New Jersey Nets","2005-06","Nachbar, Bostjan",4,"2005-06","F","Bostjan Nachbar",2500000,6480000,4,6,1935722,3.666667
"New Jersey Nets","2006-07","Nachbar, Bostjan",3,"2007-08","F","Bostjan Nachbar",2500000,7500000,5,6,1935722,3.666667
"New Jersey Nets","2007-08","Nachbar, Bostjan",3,"2007-08","SF","Bostjan Nachbar",2500000,7500000,6,6,1935722,3.666667
"Minnesota Timberwolves","2005-06","Wright, Bracey",2,"2005-06","G","Bracey Wright",398762,1063000,1,2,531485.5,2
"Minnesota Timberwolves","2006-07","Wright, Bracey",2,"2006-07","G","Bracey Wright",664209,1063000,2,2,531485.5,2
"Chicago Bulls","2001-02","Miller, Brad",3,"2002-03","C","Brad Miller",4400000,13000000,1,8,8040625,6
"Indiana Pacers","2002-03","Miller, Brad",3,"2002-03","C","Brad Miller",4800000,13000000,2,8,8040625,6
"Sacramento Kings","2003-04","Miller, Brad",7,"2009-10","C","Brad Miller",7000000,68000000,3,8,8040625,6
"Sacramento Kings","2004-05","Miller, Brad",7,"2009-10","C","Brad Miller",7875000,67000000,4,8,8040625,6
"Sacramento Kings","2005-06","Miller, Brad",7,"2009-10","C","Brad Miller",8750000,67000000,5,8,8040625,6
"Sacramento Kings","2006-07","Miller, Brad",7,"2009-10","C","Brad Miller",9625000,67000000,6,8,8040625,6
"Sacramento Kings","2007-08","Miller, Brad",7,"2009-10","C","Brad Miller",10500000,67000000,7,8,8040625,6
"Sacramento Kings","2008-09","Miller, Brad",7,"2009-10","C","Brad Miller",11375000,67000000,8,8,8040625,6
"Golden State Warriors","2007-08","Wright, Brandan",5,"2011-12 (t)","SF","Brandan Wright",2323080,12072441,1,2,2410200,5
"Golden State Warriors","2008-09","Wright, Brandan",5,"2011-12 (t)","F","Brandan Wright",2497320,12072441,2,2,2410200,5
"New Jersey Nets","2001-02","Armstrong, Brandon",4,"2004-05","G","Brandon Armstrong",865800,4480000,1,3,930720,4
"New Jersey Nets","2002-03","Armstrong, Brandon",4,"2003-04 (t)","G","Brandon Armstrong",930720,4810000,2,3,930720,4
"New Jersey Nets","2003-04","Armstrong, Brandon",4,"2004-05 (t)","G","Brandon Armstrong",995640,4810000,3,3,930720,4
